,created_at,tweet_id,text,user_id,user_name
112,Fri Jun 07 14:44:10 +0000 2019,1137007345249148928,"World Cup begins today! 🏆 
4️⃣ days until our first game 🇳🇱
Can't wait! 🔶️🦁

#oranjeleeuwinnen #onzejacht… https://t.co/WUbaROteE7",108661043,Inessa Kaagman
113,Fri Jun 07 14:43:54 +0000 2019,1137007278874386433,"#WWC2019 kicks off today. As we will be in #Glasgow for #BAUS19 when it's on, we're rooting for @ScotlandNT #swnt A… https://t.co/XlJbXXCE9v",767631867424206848,Synergo® Technology
114,Fri Jun 07 14:47:30 +0000 2019,1137008184172982273,I obviously loved @AndrewDasNYT’s overview of the teams and players of the #WWC2019. But I just want to point out h… https://t.co/XiEbVkwgXq,1123410756,Jessie (202) 224-3121 Losch❄️🌊
115,Fri Jun 07 14:47:24 +0000 2019,1137008161242669056,"RT @ManCity: A hat-trick of World Cups for @ellsbells89 and the feeling keeps getting better! 🏴󠁧󠁢󠁥󠁮󠁧󠁿😍

Today marks the opening day of #WWC…",802001678954283008,daryil johnson
116,Fri Jun 07 14:47:18 +0000 2019,1137008136353669120,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",3531494535,Erwin Tenhumberg
117,Fri Jun 07 14:46:59 +0000 2019,1137008055814692865,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1000424952267444236,KnuffigerCarsto (TL Scrub) 🏳‍🌈
118,Fri Jun 07 14:46:55 +0000 2019,1137008037133205505,#WWC2019 starts today. Come on Canada! Bring it home! #CANWNT https://t.co/JTtN3PxBtd,362727949,Cody Fullerton
119,Fri Jun 07 14:46:46 +0000 2019,1137008002278576128,"RT @mercatomilan17: Oggi cominciano i Mondiali femminili di #Francia2019 🇫🇷.

Saranno 7 le Rossonere impegnate:

Laura #Fusetti 🇮🇹
Linda #T…",889160369868025856,Alessio Lombardi
120,Fri Jun 07 14:46:31 +0000 2019,1137007936343953408,TIL a coworker @jennifer_bisset is a former pro footballer! (That’s soccer to the Yanks out there.) Check out her a… https://t.co/ieXNewyLcN,6595682,Stephen Shankland
121,Fri Jun 07 14:45:52 +0000 2019,1137007774972256261,"This is almost taking me back to my university days, studying American history in class. When it is required by law… https://t.co/j56evGlVA9",67267427,Diana Yeow
122,Fri Jun 07 14:45:43 +0000 2019,1137007737043378176,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1072501414621077504,weltraumaffe
123,Fri Jun 07 14:45:33 +0000 2019,1137007694265704449,"The Women’s World Cup starts today so this account is now an official Alex Morgan, Megan Rapinoe, Tobin Heath, Mall… https://t.co/NCjlMjGEXl",208739005,kino
124,Fri Jun 07 14:45:29 +0000 2019,1137007676876087296,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",2898667199,Michl🇨🇰🇸🇨🇧🇸
125,Fri Jun 07 14:45:29 +0000 2019,1137007675382927362,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",994281163530424320,"Lou's EF Kuscheltier 🤗♥️/* [CSD-Stuttgart,EWF19]⚡"
126,Fri Jun 07 14:45:03 +0000 2019,1137007568814059520,is the wc match going to be on fox? #WWC2019,708475084,Sam
127,Fri Jun 07 14:45:00 +0000 2019,1137007554771349505,"La #WWC2019 débute aujourd'hui avec #FRAKOR !
Pour l'occasion, je ressors des archives mon article dédié à cette co… https://t.co/Wb6HSCBtsY",1001738990653931520,Foot d'infographies
128,Fri Jun 07 14:44:47 +0000 2019,1137007500337790977,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1124410642918719489,Cloudz64325
129,Fri Jun 07 14:47:55 +0000 2019,1137008288036532224,With #FIFAWWC starting today I am happy to announce I'll be on @5thstreetsports at 9pm ET/6pm PT @SIRIUSXM 211 co-h… https://t.co/QoNGSzZU39,16653237,Kartik Krishnaiyer
130,Fri Jun 07 14:47:48 +0000 2019,1137008262073782274,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",49923297,sinktothebottom
131,Fri Jun 07 14:47:48 +0000 2019,1137008258206588929,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",56332799,Frau Friehkie
132,Fri Jun 07 14:47:40 +0000 2019,1137008227919564803,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1130063688361271296,dkr983
133,Fri Jun 07 14:47:30 +0000 2019,1137008184172982273,I obviously loved @AndrewDasNYT’s overview of the teams and players of the #WWC2019. But I just want to point out h… https://t.co/XiEbVkwgXq,1123410756,Jessie (202) 224-3121 Losch❄️🌊
134,Fri Jun 07 14:47:24 +0000 2019,1137008161242669056,"RT @ManCity: A hat-trick of World Cups for @ellsbells89 and the feeling keeps getting better! 🏴󠁧󠁢󠁥󠁮󠁧󠁿😍

Today marks the opening day of #WWC…",802001678954283008,daryil johnson
135,Fri Jun 07 14:47:18 +0000 2019,1137008136353669120,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",3531494535,Erwin Tenhumberg
136,Fri Jun 07 14:46:59 +0000 2019,1137008055814692865,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1000424952267444236,KnuffigerCarsto (TL Scrub) 🏳‍🌈
137,Fri Jun 07 14:46:55 +0000 2019,1137008037133205505,#WWC2019 starts today. Come on Canada! Bring it home! #CANWNT https://t.co/JTtN3PxBtd,362727949,Cody Fullerton
138,Fri Jun 07 14:46:46 +0000 2019,1137008002278576128,"RT @mercatomilan17: Oggi cominciano i Mondiali femminili di #Francia2019 🇫🇷.

Saranno 7 le Rossonere impegnate:

Laura #Fusetti 🇮🇹
Linda #T…",889160369868025856,Alessio Lombardi
139,Fri Jun 07 14:46:31 +0000 2019,1137007936343953408,TIL a coworker @jennifer_bisset is a former pro footballer! (That’s soccer to the Yanks out there.) Check out her a… https://t.co/ieXNewyLcN,6595682,Stephen Shankland
140,Fri Jun 07 14:45:52 +0000 2019,1137007774972256261,"This is almost taking me back to my university days, studying American history in class. When it is required by law… https://t.co/j56evGlVA9",67267427,Diana Yeow
141,Fri Jun 07 14:45:43 +0000 2019,1137007737043378176,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1072501414621077504,weltraumaffe
142,Fri Jun 07 14:45:33 +0000 2019,1137007694265704449,"The Women’s World Cup starts today so this account is now an official Alex Morgan, Megan Rapinoe, Tobin Heath, Mall… https://t.co/NCjlMjGEXl",208739005,kino
143,Fri Jun 07 14:45:29 +0000 2019,1137007676876087296,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",2898667199,Michl🇨🇰🇸🇨🇧🇸
144,Fri Jun 07 14:48:23 +0000 2019,1137008407922262017,"RT @DerbyshireFA: To further continue the @FIFAWWC celebrations - we'll be running a poster competition!

If you're under the age of 18, yo…",701936074,GlossopJuniorsfc
145,Fri Jun 07 14:48:12 +0000 2019,1137008362535735296,"RT @DerbyshireFA: IT'S HERE!!

Today is the first day of the #WWC2019, kicking off tonight with host nation France taking on the Korea Repu…",701936074,GlossopJuniorsfc
146,Fri Jun 07 14:47:55 +0000 2019,1137008288036532224,With #FIFAWWC starting today I am happy to announce I'll be on @5thstreetsports at 9pm ET/6pm PT @SIRIUSXM 211 co-h… https://t.co/QoNGSzZU39,16653237,Kartik Krishnaiyer
147,Fri Jun 07 14:47:48 +0000 2019,1137008262073782274,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",49923297,sinktothebottom
148,Fri Jun 07 14:47:48 +0000 2019,1137008258206588929,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",56332799,Frau Friehkie
149,Fri Jun 07 14:47:40 +0000 2019,1137008227919564803,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1130063688361271296,dkr983
150,Fri Jun 07 14:47:30 +0000 2019,1137008184172982273,I obviously loved @AndrewDasNYT’s overview of the teams and players of the #WWC2019. But I just want to point out h… https://t.co/XiEbVkwgXq,1123410756,Jessie (202) 224-3121 Losch❄️🌊
151,Fri Jun 07 14:47:24 +0000 2019,1137008161242669056,"RT @ManCity: A hat-trick of World Cups for @ellsbells89 and the feeling keeps getting better! 🏴󠁧󠁢󠁥󠁮󠁧󠁿😍

Today marks the opening day of #WWC…",802001678954283008,daryil johnson
152,Fri Jun 07 14:47:18 +0000 2019,1137008136353669120,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",3531494535,Erwin Tenhumberg
153,Fri Jun 07 14:46:59 +0000 2019,1137008055814692865,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1000424952267444236,KnuffigerCarsto (TL Scrub) 🏳‍🌈
154,Fri Jun 07 14:46:55 +0000 2019,1137008037133205505,#WWC2019 starts today. Come on Canada! Bring it home! #CANWNT https://t.co/JTtN3PxBtd,362727949,Cody Fullerton
155,Fri Jun 07 14:46:46 +0000 2019,1137008002278576128,"RT @mercatomilan17: Oggi cominciano i Mondiali femminili di #Francia2019 🇫🇷.

Saranno 7 le Rossonere impegnate:

Laura #Fusetti 🇮🇹
Linda #T…",889160369868025856,Alessio Lombardi
156,Fri Jun 07 14:46:31 +0000 2019,1137007936343953408,TIL a coworker @jennifer_bisset is a former pro footballer! (That’s soccer to the Yanks out there.) Check out her a… https://t.co/ieXNewyLcN,6595682,Stephen Shankland
157,Fri Jun 07 14:45:52 +0000 2019,1137007774972256261,"This is almost taking me back to my university days, studying American history in class. When it is required by law… https://t.co/j56evGlVA9",67267427,Diana Yeow
158,Fri Jun 07 14:45:43 +0000 2019,1137007737043378176,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1072501414621077504,weltraumaffe
159,Fri Jun 07 14:52:19 +0000 2019,1137009395957739522,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1133344518458290177,Informationsbot
160,Fri Jun 07 14:52:00 +0000 2019,1137009316970553344,"RT @HunterGodson: THE MIXER - All the kit, fashion, art, design and tech that you need in your life.

If you have any products you think wo…",983825856811405312,Uma Pintura
161,Fri Jun 07 14:51:21 +0000 2019,1137009153640226816,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",28324878,Danieli Hautequest Furlan
162,Fri Jun 07 14:50:44 +0000 2019,1137008998065070082,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",474434171,Nino Ori
163,Fri Jun 07 14:50:38 +0000 2019,1137008973826154496,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",873816344873009152,_MagicQuinny🦄
164,Fri Jun 07 14:50:20 +0000 2019,1137008897296883712,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",471155445,Omar bini #ANTIFASCISTA ✊🏻
165,Fri Jun 07 14:50:10 +0000 2019,1137008853948801024,El #MundialFemenino se inaugura con el Francia - Corea del Sur. ¿Partido con goles? #apuestas #FutFem #WWC2019 https://t.co/sUAc74uVxA,26018802,Apuestas Deportivas
166,Fri Jun 07 14:49:50 +0000 2019,1137008771442589696,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1136732952749051905,ary spamm
167,Fri Jun 07 14:49:48 +0000 2019,1137008765243461632,"RT @kino2g: The Women’s World Cup starts today so this account is now an official Alex Morgan, Megan Rapinoe, Tobin Heath, Mallory Pugh, an…",532445428,EdGRRR🗯
168,Fri Jun 07 14:49:40 +0000 2019,1137008728467746816,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1117475962655055872,Lauch🏳️‍🌈
169,Fri Jun 07 14:49:31 +0000 2019,1137008692157661185,"buena predicción, veremos, #WWC2019 #FIFAWWC #Francia2019 https://t.co/0OcRevkQfN",237831975,lo q María se llevo
170,Fri Jun 07 14:49:11 +0000 2019,1137008607072047104,RT @FranciaenGuate: ⏳Unas horas antes la Copa Mundial Femenina de la Football. Celebramos el notable éxito de las mujeres atletas. Están ro…,1362391326,Unión Europea
171,Fri Jun 07 14:49:04 +0000 2019,1137008578563366912,Ce soir match d'ouverture de la @FIFAWWC : @equipedefrance / Corée du Sud ! #AllezLesBleues ! #WWC2019,455777701,Thibaud FCGB
172,Fri Jun 07 14:48:23 +0000 2019,1137008407922262017,"RT @DerbyshireFA: To further continue the @FIFAWWC celebrations - we'll be running a poster competition!

If you're under the age of 18, yo…",701936074,GlossopJuniorsfc
173,Fri Jun 07 14:48:12 +0000 2019,1137008362535735296,"RT @DerbyshireFA: IT'S HERE!!

Today is the first day of the #WWC2019, kicking off tonight with host nation France taking on the Korea Repu…",701936074,GlossopJuniorsfc
174,Fri Jun 07 14:52:19 +0000 2019,1137009395957739522,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1133344518458290177,Informationsbot
175,Fri Jun 07 14:52:00 +0000 2019,1137009316970553344,"RT @HunterGodson: THE MIXER - All the kit, fashion, art, design and tech that you need in your life.

If you have any products you think wo…",983825856811405312,Uma Pintura
176,Fri Jun 07 14:51:21 +0000 2019,1137009153640226816,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",28324878,Danieli Hautequest Furlan
177,Fri Jun 07 14:50:44 +0000 2019,1137008998065070082,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",474434171,Nino Ori
178,Fri Jun 07 14:50:38 +0000 2019,1137008973826154496,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",873816344873009152,_MagicQuinny🦄
179,Fri Jun 07 14:50:20 +0000 2019,1137008897296883712,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",471155445,Omar bini #ANTIFASCISTA ✊🏻
180,Fri Jun 07 14:50:10 +0000 2019,1137008853948801024,El #MundialFemenino se inaugura con el Francia - Corea del Sur. ¿Partido con goles? #apuestas #FutFem #WWC2019 https://t.co/sUAc74uVxA,26018802,Apuestas Deportivas
181,Fri Jun 07 14:49:50 +0000 2019,1137008771442589696,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1136732952749051905,ary spamm
182,Fri Jun 07 14:49:48 +0000 2019,1137008765243461632,"RT @kino2g: The Women’s World Cup starts today so this account is now an official Alex Morgan, Megan Rapinoe, Tobin Heath, Mallory Pugh, an…",532445428,EdGRRR🗯
183,Fri Jun 07 14:49:40 +0000 2019,1137008728467746816,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1117475962655055872,Lauch🏳️‍🌈
184,Fri Jun 07 14:49:31 +0000 2019,1137008692157661185,"buena predicción, veremos, #WWC2019 #FIFAWWC #Francia2019 https://t.co/0OcRevkQfN",237831975,lo q María se llevo
185,Fri Jun 07 14:49:11 +0000 2019,1137008607072047104,RT @FranciaenGuate: ⏳Unas horas antes la Copa Mundial Femenina de la Football. Celebramos el notable éxito de las mujeres atletas. Están ro…,1362391326,Unión Europea
186,Fri Jun 07 14:49:04 +0000 2019,1137008578563366912,Ce soir match d'ouverture de la @FIFAWWC : @equipedefrance / Corée du Sud ! #AllezLesBleues ! #WWC2019,455777701,Thibaud FCGB
187,Fri Jun 07 14:48:23 +0000 2019,1137008407922262017,"RT @DerbyshireFA: To further continue the @FIFAWWC celebrations - we'll be running a poster competition!

If you're under the age of 18, yo…",701936074,GlossopJuniorsfc
188,Fri Jun 07 14:48:12 +0000 2019,1137008362535735296,"RT @DerbyshireFA: IT'S HERE!!

Today is the first day of the #WWC2019, kicking off tonight with host nation France taking on the Korea Repu…",701936074,GlossopJuniorsfc
189,Fri Jun 07 14:52:19 +0000 2019,1137009395957739522,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1133344518458290177,Informationsbot
190,Fri Jun 07 14:52:00 +0000 2019,1137009316970553344,"RT @HunterGodson: THE MIXER - All the kit, fashion, art, design and tech that you need in your life.

If you have any products you think wo…",983825856811405312,Uma Pintura
191,Fri Jun 07 14:51:21 +0000 2019,1137009153640226816,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",28324878,Danieli Hautequest Furlan
192,Fri Jun 07 14:50:44 +0000 2019,1137008998065070082,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",474434171,Nino Ori
193,Fri Jun 07 14:50:38 +0000 2019,1137008973826154496,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",873816344873009152,_MagicQuinny🦄
194,Fri Jun 07 14:50:20 +0000 2019,1137008897296883712,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",471155445,Omar bini #ANTIFASCISTA ✊🏻
195,Fri Jun 07 14:50:10 +0000 2019,1137008853948801024,El #MundialFemenino se inaugura con el Francia - Corea del Sur. ¿Partido con goles? #apuestas #FutFem #WWC2019 https://t.co/sUAc74uVxA,26018802,Apuestas Deportivas
196,Fri Jun 07 14:49:50 +0000 2019,1137008771442589696,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1136732952749051905,ary spamm
197,Fri Jun 07 14:49:48 +0000 2019,1137008765243461632,"RT @kino2g: The Women’s World Cup starts today so this account is now an official Alex Morgan, Megan Rapinoe, Tobin Heath, Mallory Pugh, an…",532445428,EdGRRR🗯
198,Fri Jun 07 14:49:40 +0000 2019,1137008728467746816,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1117475962655055872,Lauch🏳️‍🌈
199,Fri Jun 07 14:49:31 +0000 2019,1137008692157661185,"buena predicción, veremos, #WWC2019 #FIFAWWC #Francia2019 https://t.co/0OcRevkQfN",237831975,lo q María se llevo
200,Fri Jun 07 14:49:11 +0000 2019,1137008607072047104,RT @FranciaenGuate: ⏳Unas horas antes la Copa Mundial Femenina de la Football. Celebramos el notable éxito de las mujeres atletas. Están ro…,1362391326,Unión Europea
201,Fri Jun 07 14:49:04 +0000 2019,1137008578563366912,Ce soir match d'ouverture de la @FIFAWWC : @equipedefrance / Corée du Sud ! #AllezLesBleues ! #WWC2019,455777701,Thibaud FCGB
202,Fri Jun 07 14:48:23 +0000 2019,1137008407922262017,"RT @DerbyshireFA: To further continue the @FIFAWWC celebrations - we'll be running a poster competition!

If you're under the age of 18, yo…",701936074,GlossopJuniorsfc
203,Fri Jun 07 14:48:12 +0000 2019,1137008362535735296,"RT @DerbyshireFA: IT'S HERE!!

Today is the first day of the #WWC2019, kicking off tonight with host nation France taking on the Korea Repu…",701936074,GlossopJuniorsfc
204,Fri Jun 07 14:52:58 +0000 2019,1137009561817083904,"RT @dreamteamfc: From the streets of Jamaica to the biggest stage in world football, one of the most exciting talents has overcome massive…",977107560,Fantasmita🇺🇸🇸🇻
205,Fri Jun 07 14:52:46 +0000 2019,1137009511535742976,These Women's World Cup players have Bay Area roots #bayareafutbol #wwc #wwc2019 #FIFAWFC2019 https://t.co/0tgSdkBLUE via @SFGate,34037744,Douglas Zimmerman
206,Fri Jun 07 14:52:19 +0000 2019,1137009395957739522,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1133344518458290177,Informationsbot
207,Fri Jun 07 14:52:00 +0000 2019,1137009316970553344,"RT @HunterGodson: THE MIXER - All the kit, fashion, art, design and tech that you need in your life.

If you have any products you think wo…",983825856811405312,Uma Pintura
208,Fri Jun 07 14:51:21 +0000 2019,1137009153640226816,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",28324878,Danieli Hautequest Furlan
209,Fri Jun 07 14:50:44 +0000 2019,1137008998065070082,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",474434171,Nino Ori
210,Fri Jun 07 14:50:38 +0000 2019,1137008973826154496,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",873816344873009152,_MagicQuinny🦄
211,Fri Jun 07 14:50:20 +0000 2019,1137008897296883712,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",471155445,Omar bini #ANTIFASCISTA ✊🏻
212,Fri Jun 07 14:50:10 +0000 2019,1137008853948801024,El #MundialFemenino se inaugura con el Francia - Corea del Sur. ¿Partido con goles? #apuestas #FutFem #WWC2019 https://t.co/sUAc74uVxA,26018802,Apuestas Deportivas
213,Fri Jun 07 14:49:50 +0000 2019,1137008771442589696,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1136732952749051905,ary spamm
214,Fri Jun 07 14:49:48 +0000 2019,1137008765243461632,"RT @kino2g: The Women’s World Cup starts today so this account is now an official Alex Morgan, Megan Rapinoe, Tobin Heath, Mallory Pugh, an…",532445428,EdGRRR🗯
215,Fri Jun 07 14:49:40 +0000 2019,1137008728467746816,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1117475962655055872,Lauch🏳️‍🌈
216,Fri Jun 07 14:49:31 +0000 2019,1137008692157661185,"buena predicción, veremos, #WWC2019 #FIFAWWC #Francia2019 https://t.co/0OcRevkQfN",237831975,lo q María se llevo
217,Fri Jun 07 14:49:11 +0000 2019,1137008607072047104,RT @FranciaenGuate: ⏳Unas horas antes la Copa Mundial Femenina de la Football. Celebramos el notable éxito de las mujeres atletas. Están ro…,1362391326,Unión Europea
218,Fri Jun 07 14:49:04 +0000 2019,1137008578563366912,Ce soir match d'ouverture de la @FIFAWWC : @equipedefrance / Corée du Sud ! #AllezLesBleues ! #WWC2019,455777701,Thibaud FCGB
219,Fri Jun 07 14:53:19 +0000 2019,1137009649130135552,"The Women's World Cup kicks off today! 

For all you Canadian fans out there, here's the upcoming schedule for #CAN… https://t.co/y16M3S2Xt5",312091763,NextSportStar.com
220,Fri Jun 07 14:53:18 +0000 2019,1137009644713447424,The only thing that matters today. Happy Friday!!! #WWC2019 https://t.co/qJZGS59rsy,162159547,The Dyke Russell Wilson
221,Fri Jun 07 14:52:58 +0000 2019,1137009561817083904,"RT @dreamteamfc: From the streets of Jamaica to the biggest stage in world football, one of the most exciting talents has overcome massive…",977107560,Fantasmita🇺🇸🇸🇻
222,Fri Jun 07 14:52:46 +0000 2019,1137009511535742976,These Women's World Cup players have Bay Area roots #bayareafutbol #wwc #wwc2019 #FIFAWFC2019 https://t.co/0tgSdkBLUE via @SFGate,34037744,Douglas Zimmerman
223,Fri Jun 07 14:52:19 +0000 2019,1137009395957739522,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1133344518458290177,Informationsbot
224,Fri Jun 07 14:52:00 +0000 2019,1137009316970553344,"RT @HunterGodson: THE MIXER - All the kit, fashion, art, design and tech that you need in your life.

If you have any products you think wo…",983825856811405312,Uma Pintura
225,Fri Jun 07 14:51:21 +0000 2019,1137009153640226816,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",28324878,Danieli Hautequest Furlan
226,Fri Jun 07 14:50:44 +0000 2019,1137008998065070082,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",474434171,Nino Ori
227,Fri Jun 07 14:50:38 +0000 2019,1137008973826154496,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",873816344873009152,_MagicQuinny🦄
228,Fri Jun 07 14:50:20 +0000 2019,1137008897296883712,"RT @ritaguari: Al via la #wwc2019 e domenica  l'esordio per le nostre #azzurre 🇮🇹💙 Un sogno, un'opportunità, un altro passo in avanti per i…",471155445,Omar bini #ANTIFASCISTA ✊🏻
229,Fri Jun 07 14:50:10 +0000 2019,1137008853948801024,El #MundialFemenino se inaugura con el Francia - Corea del Sur. ¿Partido con goles? #apuestas #FutFem #WWC2019 https://t.co/sUAc74uVxA,26018802,Apuestas Deportivas
230,Fri Jun 07 14:49:50 +0000 2019,1137008771442589696,"RT @extra3: Heute beginnt die Frauen-WM. Wer keinen Bock hat auf Weichei-Fußball voller Diven, kann also froh sein, dass Bundesliga und Cha…",1136732952749051905,ary spamm
